current_commit_id,parent_commit_id
6945e5d93fb0bd1ed791476773d2bec8602b7b75,fd7a2d154dca4f4ff7c0ca54dbab7e420ac4e675
7c09e7074a87600ebfaad71dc887fe884fa4593a,d8b08bd266d752364166d550ebf228010577b376
3ec74a41727b857f70a8d4e48459c193926a3056,6c90137c0d2189212d3d778e4821ab2e23abb769
9cb5b46cea21a39b31ad5c79f604a14f7dd73588,32040ca16e7fb00151ec8a3f406641a19aebdc4d
6b5a2d915c45e66e4f02693f82b5d8885b90d6b1,a87ec95b0b93ff03f725e5c7fa40ce43a8bca5bb
7297098052fce6649d0db93618af18b361077045,b4ef72e867171cbd36d9fc9495e246c2152967b6
cbe23cf6632cfd159cd77c233b7faa14151bf512,680bf89257295f67debd5af8bbb5f306533c1a25
1437bfe45dd84e52d5974107257f13228f183b1e,f171d317da2379deed9d734bf2050c5ffd0848e3
4bfcde00c27b57126a7cfc750fe186a9cbf4d9b4,2a76c560fd1d2266d3c95ef5521bfecdc75cd6c3
78e44f3a8489876582403f57f0c583f7b8df3288,19f30db8fcf3bbcbf72c9170e7557d53bb291040
5319e9ce8f418d6729b1ef725928b8a0734530a1,9809034842c3af78709431c63c0c5b5a54c5854b
5a190759a76350cb44002844dd9abddba43f642c,1d27173b4fe9b3c570cf3a62a03cffba1b385f58
28146a750c82a58dd5cea051d07ae37906afb09b,e385ec8e29b2f1a0652854d0f9ccfb73c560423e
bfbfd0f257e1494465e62e8de05d4833aabeaba0,85e4e762387c36441de657edd9c9fa99fa9614d1
af06d11f13765d83b8ec8e714dae7b8e782da435,5c16945e9d7ee14fb952678cdb0cb961c58e8774
f7e111e25d376c94aeb64f6f0e9d6da0a7f1cd85,f00fd86f8a02b7096ffb0336d95cf628a73398bd
30a037e299bab9901eec93548bf0047eb2dc391e,803b9ebb1aecc708d28e959607d629ef070c258e
c334382d84519137049a938265440a12de370276,6bf817bb8ca69cfd7270e13d39ab498fad698cc5
79f4cffc0708578c5869ebf62e73475761402234,e9ec75125ea2925685315da5213c8997f35362ea
8bc7be1baae84f7d93c577462c0845e2ca408802,cd18edd6cea3260c5e35defa197d5f29ac54f9b3
19f30db8fcf3bbcbf72c9170e7557d53bb291040,86c8b65ddc82cd83db5a61432408f9843dc44b91
1d27173b4fe9b3c570cf3a62a03cffba1b385f58,e0d84bdd2cb057fce6620e4b259ff50050df5c88
5c16945e9d7ee14fb952678cdb0cb961c58e8774,f5c02e10c649dec516d54a407b19df8a6ecfcbe4
ab6e7432f39f3f3cc0bd3e191991cc93407ace41,70119489e46e3dee6b148208ef82ed1b36f6dfea
c9f67e04f4b98d8647fe917ddc1babd02d43f035,1e552a9dcb34ca9ca611f019a1c1c9de799d9f49
f1ee6f5ba94de6f6ec5eb8bd7fca6db3e7eef87c,fbcb6974fae0b90008abba2196a88b02b510a365
46d8cad0589ecf16a876ecbdae2b3dadcdf38372,1fff36184b44739a52e62217738db3607a91d362
d4644818b6d41eb544adc240d9ae093cbc43af19,9710dc54cd09363003ee3436ffaec94c8126cd1a
2a76c560fd1d2266d3c95ef5521bfecdc75cd6c3,2ba386aa898db878e14db1caeae81cba8f91e43f
007ea3cdfc512e3eb469e513f7fb089c380e5c1f,14f0575b2a5673ee4c58b1ec40a62fb9e88beed4
fb4821fd7fc00be23cdac32922d2a097062e05a0,3ec74a41727b857f70a8d4e48459c193926a3056
271ad9e32515943cf22fa18dd62266555a910949,d2d78be9fa0e6975f00a8704675e4b115bb3d50b
483d9bd18d4c10a5f3f9563f963944de8319cba3,c334382d84519137049a938265440a12de370276
b7901163433df4c6ea5e4120f4c4c70457db6f62,5319e9ce8f418d6729b1ef725928b8a0734530a1
86c8b65ddc82cd83db5a61432408f9843dc44b91,f6ea8e56f82c85470b8305e439edadc740adbca5
d747a96f00caa3994bb3630d6437420823eab2cd,3d788d6fd741091665787bfa2bd3859356cf2d66
f6ea8e56f82c85470b8305e439edadc740adbca5,2808ee59cb507e73b941a76bc2915ca84f59fdb7
85e4e762387c36441de657edd9c9fa99fa9614d1,e6872d0f56fd5bea9588545d1a55c1957a206522
c4c5444332766fa5aa316709739710d999803307,6cf3f67903df52e6e1ef3da8d01836ca8217748b
8fe3833a0452d48eb23c29762805522247667b1a,483d9bd18d4c10a5f3f9563f963944de8319cba3
35e3349af30a8f3e66102bda3c68bd63d771b218,5731b9a8191679f956231d6c94a50d5d8d48dfc4
3c968fec681ab6b7a7b78fc5c1970b2da6278563,77f106a693c5ead25cc00501588bc4a94f2d68bf
