current_commit_id,parent_commit_id,current_energy,parent_energy
87f50659db7a4bf194769b05f541d2ccf02f4fc8,9845029a7535672746139084138f3e894e604e44,14.399999999999999,21.6
581b320b9dfb42c0c4842e0bc5aeb507267a8eba,f970610c0442a7a4582529c01fb67403cea8bcd6,147.6,151.2
b6aa88c099c16b38f0aebc749f7c95170426f787,7dbbe1bedce449edfdc54da1af05d3f50606856a,46.8,50.4
