current_commit_id,parent_commit_id,current_energy,parent_energy
8b9b149d5412dd3c775caf4fc3df39ebad90184f,70d31fb27842b047582a6557529b2234de1a4a8d,14.399999999999999,18.0
2a1b722d048d00401084c37a5ca12612f1dd5fcd,7c2af1c11722dc3175a98342c060afcfaf6a275f,1202.3999999999999,1206.0
