timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-01-23T15:54:42,codecarbon,1f2ba700-0423-40c8-a65d-52557677b01e,1.101694107055664,1.7062239638425965e-06,1.5487275033199284e-06,42.5,0.0,0.7262535095214844,1.300504422850079e-05,0,2.2214135652272187e-07,1.3227185585023512e-05,Canada,CAN,,,,Linux-5.10.124-linuxkit-x86_64-with-glibc2.31,3.9.2,12,12th Gen Intel(R) Core(TM) i9-12900K,,,,,1.936676025390625,machine,N
2023-01-23T16:13:38,codecarbon,71b231e9-400b-4c6e-b727-9b380c937604,0.8653407096862793,4.519904501037585e-06,5.223265761616869e-06,42.5,0.0,0.7262535095214844,1.0214746991793315e-05,0,1.7443971737975518e-07,1.038918670917307e-05,South Korea,KOR,gyeonggi-do,,,Linux-5.10.124-linuxkit-x86_64-with-glibc2.31,3.9.2,12,12th Gen Intel(R) Core(TM) i9-12900K,,,127.0116,37.2872,1.936676025390625,machine,N
