timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-01-23T12:13:07,codecarbon,cbac58b7-4e66-4ba7-a54f-8c57afac8093,3.6363041400909424,1.899512258042255e-05,5.223744177775925e-06,42.5,0.0,0.7262535095214844,4.2927596966425576e-05,0,7.334748562948335e-07,4.3661071822720407e-05,South Korea,KOR,gyeonggi-do,,,Linux-5.10.124-linuxkit-x86_64-with-glibc2.31,3.9.2,12,12th Gen Intel(R) Core(TM) i9-12900K,,,127.0116,37.2872,1.936676025390625,machine,N
2023-01-23T12:20:11,codecarbon,d2370123-09d4-462d-9ac5-8d25a883a0ec,2.228238105773926,1.1639617272180464e-05,5.223686482166913e-06,42.5,0.0,0.7262535095214844,2.6304724646939172e-05,0,4.4941518859028903e-07,2.6754139835529462e-05,South Korea,KOR,gyeonggi-do,,,Linux-5.10.124-linuxkit-x86_64-with-glibc2.31,3.9.2,12,12th Gen Intel(R) Core(TM) i9-12900K,,,127.0116,37.2872,1.936676025390625,machine,N
